id,text,aspectTerm,from,to,polarity
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranties,88.0,107.0,neutral
2321,It's so useable and responsive.,,,,
2282,It is truly a Desktop Replacement.,,,,
1135,I only used it to browse the internet and and I dont know how many times it has spontaniously shut down and it is just a blank screen now.,,,,
1577,"A little pricey but it is well, well worth it.",,,,
2572,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,15.0,22.0,positive
2387,"Screen is awesome, battery life is good.",Screen,0.0,6.0,positive
2387,"Screen is awesome, battery life is good.",battery life,19.0,31.0,positive
2517,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,46.0,56.0,positive
1967,In my opinion it was not as user friendly as I expected either.,,,,
990,The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,4.0,30.0,negative
1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,4.0,12.0,negative
1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,32.0,40.0,negative
664,and if u did.,,,,
2484,"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",,,,
903,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,71.0,78.0,negative
1609,It was definelty a smart move.,,,,
2354,I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.,,,,
2979,Apparently they are defective since they are not securely attached.,,,,
1759,but other then that I would give this product a 4 in hafe stars.,,,,
975,Sure hope Best Buy will replace it asap.,,,,
2931,I babyed the heck out of it and i still do.,,,,
2700,Handles all my basic media needs easily.,,,,
1482,Just what the doctor ordered.,,,,
1602,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,62.0,66.0,positive
1233,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.,,,,
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,40.0,51.0,neutral
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,79.0,84.0,positive
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,110.0,114.0,positive
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",applications,122.0,134.0,positive
2828,Excellent speed for processing data.,speed,10.0,15.0,positive
121,"All in all, I'm incredibly dissatisfied with this laptop, and with HP as a whole.",,,,
2744,I am not happy at all with the product I purchased.,,,,
1824,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,14.0,26.0,negative
2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,118.0,124.0,positive
2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",use,22.0,25.0,positive
2500,I was taught to use Photoshop and was amazed.,Photoshop,20.0,29.0,positive
600,It's A MAC!!,,,,
497,It was weird.,,,,
241,I can hardly wait to see whats around the next corner.,,,,
557,the apple pro notebook will not let you down.,,,,
531,"I did a review on it, its awesome.",,,,
1367,"Before we got this laptop, had a compaq pasaro for 5 years with no problems.",,,,
2094,I tried out another Mac for a few months before buying this one and it is a great machine.,,,,
1252,Somehow the system clock got messed up after reboot.,system clock,12.0,24.0,negative
3007,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,43.0,46.0,negative
1650,With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,39.0,55.0,positive
1229,The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,,,,
399,I visited the Apple Store and was impressed with the 17-inch MacBook Pro.,,,,
1037,"The driver updates don't fix the issue, very frustrating.",driver updates,4.0,18.0,negative
1620,I will never go back to Windows!,Windows,24.0,31.0,negative
1035,Do your research on this issue.,,,,
201,"Looking to take my video and photo editing to the next level, I decided to purchase the MBP 15in Intel Core i5 after reading consumer reviews as well as professional reviews of this laptop.",,,,
285,It doesnt work worth a damn.,work,10.0,14.0,negative
1260,"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.",,,,
3035,It works really well.,works,3.0,8.0,positive
840,It has happened again and I'm being told that it's $175.,,,,
2511,"Bigger HD, better graphics card, and a bid HD.",HD,7.0,9.0,positive
2511,"Bigger HD, better graphics card, and a bid HD.",HD,43.0,45.0,positive
2511,"Bigger HD, better graphics card, and a bid HD.",graphics card,18.0,31.0,positive
895,Lord HAVE MERCY!,,,,
2275,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,4.0,19.0,positive
1342,No big deal.,,,,
1124,"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,26.0,36.0,negative
781,The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,4.0,14.0,negative
2987,It works fine with our wireless and they've had not problems.,works,3.0,8.0,positive
2133,But you must get the 15 inch.,15 inch,21.0,28.0,positive
131,i will be returning it and switching brands when i get to best buy.,,,,
1364,Product support very poor as each phone call costs me long distan,Product support,0.0,15.0,negative
2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,46.0,52.0,positive
2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,37.0,40.0,positive
948,The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,6.0,30.0,negative
2049,It does not keep internet signals no matter where you bring it.,internet signals,17.0,33.0,negative
558,apple is one of the best computer companies in the country.,,,,
1059,PLEASE MAKE THESE!,,,,
767,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,,,,
1990,"After the first few months, the computer started crashing about every week.",,,,
2366,"My son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.",,,,
2988,It's a great product for a great price!,price,33.0,38.0,positive
1385,"Again, the same problem, the right speaker did not work.",right speaker,29.0,42.0,negative
1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,price tag,64.0,73.0,conflict
1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,101.0,109.0,positive
1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,170.0,177.0,positive
88,"Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations.",,,,
1270,Dell wanted to charge us for everything everytime I called them with a problem.,,,,
1834,THIS HAS BEEN NOTHING BUT A HEADACHE SINCE WE PURCHASED IT.,,,,
1451,i have had my dell latitude for almost three years.,,,,
55,May be better for the occasional web surfer.,,,,
2505,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,8.0,28.0,positive
